ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
506 S CENTRAL AVE,CHI130,10/18/2014,2,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
7422 S JEFFERY,CHI101,10/18/2014,14,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
6226 W IRVING PARK RD,CHI083,10/18/2014,49,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
140 N ASHLAND,CHI076,10/18/2014,43,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
6247 W FULLERTON,CHI039,10/18/2014,28,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
4620 W BELMONT AVE,CHI086,10/18/2014,2,1144830.583591838,1920910.013194031,41.938988391,-87.743121423,"(41.938988390759555, -87.74312142256439)"
445 W 127TH,CHI045,10/18/2014,166,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)"
3542 E 95TH ST,CHI141,10/18/2014,8,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
4124 W FOSTER AVE,CHI003,10/18/2014,170,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
5520 S WESTERN,CHI069,10/18/2014,36,,,,,
2712 W IRVING PARK,CHI080,10/18/2014,27,1157447.913673397,1926504.636730878,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)"
324 S KEDZIE AVE,CHI123,10/18/2014,17,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
2928 S HALSTED,CHI117,10/18/2014,8,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
141 N ASHLAND,CHI075,10/18/2014,37,1165763.976938881,1901213.056860738,41.884517408,-87.666748347,"(41.88451740794813, -87.66674834697315)"
1111 N HUMBOLDT,CHI010,10/18/2014,71,,,,,
6818 S KEDZIE,CHI018,10/18/2014,48,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
115 N OGDEN,CHI077,10/18/2014,22,1166484.901862159,1900735.486524538,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
450 N COLUMBUS DR,CHI125,05/27/2017,12,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
5330 S COTTAGE GROVE,CHI013,10/18/2014,46,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
3100 W AUGUSTA,CHI011,10/18/2014,14,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
3137 W PETERSON,CHI024,05/27/2017,80,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)"
5432 W LAWRENCE,CHI103,10/18/2014,3,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)"
2900 W OGDEN,CHI021,10/18/2014,206,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
4123 N CENTRAL AVE,CHI049,10/18/2014,14,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)"
2912 W ROOSEVELT,CHI020,10/18/2014,38,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
4436 N WESTERN,CHI094,10/18/2014,21,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
536 E MORGAN DR,CHI029,10/18/2014,148,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
9618 S EWING AVE,CHI142,10/18/2014,37,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)"
4433 N WESTERN,CHI055,10/18/2014,17,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
2443 N ASHLAND,CHI091,10/18/2014,52,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
5120 N PULASKI,CHI004,10/18/2014,51,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
5120 N PULASKI,CHI004,12/31/2014,53,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
2917 W ROOSEVELT,CHI019,12/31/2014,88,1156991.618473341,1894531.138408719,41.866364024,-87.699142966,"(41.866364024167034, -87.69914296647906)"
6226 W IRVING PARK RD,CHI083,12/31/2014,127,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
2080 W PERSHING,CHI005,12/31/2014,27,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
5432 W LAWRENCE,CHI103,12/31/2014,7,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)"
2900 W OGDEN,CHI021,12/31/2014,165,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
9618 S EWING AVE,CHI142,12/31/2014,45,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)"
140 N ASHLAND,CHI076,12/31/2014,13,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
3450 W 71ST,CHI015,12/31/2014,38,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
1334 W GARFIELD BLVD,CHI119,12/31/2014,223,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
3034 W FOSTER,CHI025,12/31/2014,50,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
3535 E 95TH ST,CHI140,12/31/2014,4,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)"
6250 W FULLERTON,CHI040,05/27/2017,11,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)"
2443 N ASHLAND,CHI091,12/31/2014,76,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
2513 W 55TH,CHI070,05/27/2017,19,1160431.748869934,1868077.674728872,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
5330 S COTTAGE GROVE,CHI013,12/31/2014,73,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
115 N OGDEN,CHI077,12/31/2014,15,1166484.901862159,1900735.486524538,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
62 E 95TH,CHI036,12/31/2014,14,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
5471 W HIGGINS,CHI102,12/31/2014,50,1139071.529638349,1931897.937514376,41.969247149,-87.764019451,"(41.96924714863934, -87.76401945149458)"
515 S CENTRAL AVE,CHI057,12/31/2014,5,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
4436 N WESTERN,CHI094,12/31/2014,24,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
450 N COLUMBUS DR,CHI125,12/31/2014,22,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
5520 S WESTERN,CHI069,04/01/2015,13,,,,,
3655 W JACKSON,CHI008,10/19/2014,23,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
5454 W IRVING PARK,CHI050,10/19/2014,120,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
3137 W PETERSON,CHI024,10/19/2014,89,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)"
6226 W IRVING PARK RD,CHI083,10/19/2014,48,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
6250 W FULLERTON,CHI040,10/19/2014,14,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)"
2917 W ROOSEVELT,CHI019,10/19/2014,54,1156991.618473341,1894531.138408719,41.866364024,-87.699142966,"(41.866364024167034, -87.69914296647906)"
4432 N LINCOLN,CHI056,10/19/2014,1,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
4123 N CENTRAL AVE,CHI049,10/19/2014,14,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)"
2080 W PERSHING,CHI005,10/19/2014,16,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
319 E ILLINOIS ST,CHI126,10/19/2014,5,1178652.115578328,1903646.37714393,41.890910096,-87.619347521,"(41.89091009572781, -87.61934752145963)"
140 N ASHLAND,CHI076,10/19/2014,39,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
2705 W IRVING PARK,CHI079,05/27/2017,139,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)"
4433 N WESTERN,CHI055,10/19/2014,32,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
62 E 95TH,CHI036,05/27/2017,17,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
4620 W BELMONT AVE,CHI086,10/19/2014,5,1144830.583591838,1920910.013194031,41.938988391,-87.743121423,"(41.938988390759555, -87.74312142256439)"
2443 N ASHLAND,CHI091,05/27/2017,53,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
5520 S WESTERN,CHI069,10/19/2014,31,,,,,
62 E 95TH,CHI036,10/19/2014,24,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
115 N OGDEN,CHI077,10/19/2014,22,1166484.901862159,1900735.486524538,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
324 S KEDZIE AVE,CHI123,10/19/2014,18,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
5816 W JACKSON,CHI058,10/19/2014,63,1137564.894528388,1898340.606160034,41.877189405,-87.770369502,"(41.87718940463045, -87.7703695017756)"
2928 S HALSTED,CHI117,10/19/2014,15,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
3100 W AUGUSTA,CHI011,10/19/2014,14,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
6818 S KEDZIE,CHI018,10/19/2014,38,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
2900 W OGDEN,CHI021,10/19/2014,130,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
3535 E 95TH ST,CHI140,10/19/2014,2,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)"
3034 W FOSTER,CHI025,10/19/2014,46,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
6909 S KEDZIE,CHI014,10/19/2014,56,1156276.17519456,1858582.894182457,41.767731869,-87.702737907,"(41.76773186901884, -87.70273790708362)"
2712 W IRVING PARK,CHI080,10/19/2014,64,1157447.913673397,1926504.636730878,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)"
4436 N WESTERN,CHI094,10/19/2014,26,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
5120 N PULASKI,CHI004,10/19/2014,61,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
2443 N ASHLAND,CHI091,10/19/2014,97,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
1334 W GARFIELD BLVD,CHI119,10/19/2014,140,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
5330 S COTTAGE GROVE,CHI013,10/19/2014,50,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
4124 W FOSTER AVE,CHI003,10/19/2014,164,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
5420 S RACINE AVE,CHI118,10/19/2014,17,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)"
7422 S JEFFERY,CHI101,10/19/2014,27,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
1142 W IRVING PARK,CHI095,10/19/2014,121,1167789.528738809,1926747.106564999,41.954540866,-87.658572521,"(41.95454086624301, -87.65857252142276)"
9618 S EWING AVE,CHI142,10/19/2014,60,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)"
141 N ASHLAND,CHI075,10/19/2014,42,1165763.976938881,1901213.056860738,41.884517408,-87.666748347,"(41.88451740794813, -87.66674834697315)"
2432 N ASHLAND,CHI092,10/19/2014,21,1165215.788124507,1916401.754298868,41.926207903,-87.668328977,"(41.92620790295943, -87.66832897708693)"
3542 E 95TH ST,CHI141,10/19/2014,2,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
2513 W 55TH,CHI070,10/19/2014,17,1160431.748869934,1868077.674728872,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
2721 W MONTROSE,CHI078,05/27/2017,2,1157328.845238545,1929075.390070401,41.961149383,-87.696964034,"(41.96114938287925, -87.69696403378589)"
2912 W ROOSEVELT,CHI020,10/19/2014,29,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
4429 N BROADWAY,CHI096,10/19/2014,3,1168597.252171523,1929689.186307646,41.962596549,-87.655517675,"(41.962596548691735, -87.65551767517252)"
2705 W IRVING PARK,CHI079,10/19/2014,111,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)"
515 S CENTRAL AVE,CHI057,10/19/2014,7,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
2448 N CLYBOURN AVE,CHI090,10/19/2014,20,1164505.928359546,1916376.376809816,41.926153343,-87.670938087,"(41.926153342916486, -87.67093808722792)"
536 E MORGAN DR,CHI029,10/19/2014,163,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
506 S CENTRAL AVE,CHI130,10/19/2014,6,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
57 E 95TH,CHI035,10/19/2014,14,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
5471 W HIGGINS,CHI102,10/19/2014,50,1139071.529638349,1931897.937514376,41.969247149,-87.764019451,"(41.96924714863934, -87.76401945149458)"
449 N COLUMBUS DR,CHI124,10/19/2014,4,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
3843 S WESTERN,CHI007,05/27/2017,57,1161037.665305821,1878964.291316377,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
3450 W 71ST,CHI015,10/19/2014,38,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
450 N COLUMBUS DR,CHI125,10/19/2014,28,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
1111 N HUMBOLDT,CHI010,12/14/2014,102,,,,,
6247 W FULLERTON,CHI039,10/19/2014,25,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
2721 W MONTROSE,CHI078,10/19/2014,17,1157328.845238545,1929075.390070401,41.961149383,-87.696964034,"(41.96114938287925, -87.69696403378589)"
3047 W JACKSON BLVD,CHI122,10/19/2014,27,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
5432 W LAWRENCE,CHI103,10/19/2014,13,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)"
445 W 127TH,CHI045,10/19/2014,148,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)"
5529 S WESTERN,CHI068,10/19/2014,46,,,,,
7422 S JEFFERY,CHI101,12/31/2014,15,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
2417 W 103RD ST,CHI165,12/31/2014,2,1161996.101263966,1836227.314129496,41.706267661,-87.682391472,"(41.70626766073214, -87.68239147238012)"
3137 W PETERSON,CHI024,12/31/2014,41,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)"
6818 S KEDZIE,CHI018,12/31/2014,44,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
449 N COLUMBUS DR,CHI124,12/31/2014,9,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
5454 W IRVING PARK,CHI050,12/31/2014,57,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
5816 W JACKSON,CHI058,12/31/2014,83,1137564.894528388,1898340.606160034,41.877189405,-87.770369502,"(41.87718940463045, -87.7703695017756)"
3542 E 95TH ST,CHI141,12/31/2014,16,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
141 N ASHLAND,CHI075,12/31/2014,25,1165763.976938881,1901213.056860738,41.884517408,-87.666748347,"(41.88451740794813, -87.66674834697315)"
4053 W NORTH AVE,CHI159,05/27/2017,13,1148866.623755592,1910281.53833667,41.909745674,-87.728563295,"(41.90974567444195, -87.72856329512945)"
1507 W 83rd ST,CHI170,12/31/2014,23,1167695.170326354,1849654.229221654,41.742993035,-87.66113776,"(41.742993034938884, -87.66113775973551)"
2721 W MONTROSE,CHI078,12/31/2014,7,1157328.845238545,1929075.390070401,41.961149383,-87.696964034,"(41.96114938287925, -87.69696403378589)"
5420 S RACINE AVE,CHI118,12/31/2014,12,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)"
2448 N CLYBOURN AVE,CHI090,12/31/2014,11,1164505.928359546,1916376.376809816,41.926153343,-87.670938087,"(41.926153342916486, -87.67093808722792)"
57 E 95TH,CHI035,12/31/2014,10,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
4123 N CENTRAL AVE,CHI049,12/31/2014,35,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)"
3655 W JACKSON,CHI008,12/31/2014,34,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
506 S CENTRAL AVE,CHI130,12/31/2014,1,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
4432 N LINCOLN,CHI056,12/31/2014,1,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
536 E MORGAN DR,CHI029,12/31/2014,184,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
4124 W FOSTER AVE,CHI003,12/31/2014,55,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
5520 S WESTERN,CHI069,04/03/2015,19,,,,,
5120 N PULASKI,CHI004,10/20/2014,32,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
4432 N LINCOLN,CHI056,05/27/2017,1,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
449 N COLUMBUS DR,CHI124,10/20/2014,3,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
4040 W 55TH,CHI062,10/20/2014,26,1150194.312710597,1867856.573495409,41.793300512,-87.724790362,"(41.79330051203649, -87.72479036232271)"
4124 W FOSTER AVE,CHI003,05/27/2017,189,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
4433 N WESTERN,CHI055,10/20/2014,18,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
319 E ILLINOIS ST,CHI126,10/20/2014,1,1178652.115578328,1903646.37714393,41.890910096,-87.619347521,"(41.89091009572781, -87.61934752145963)"
1440 W CERMAK RD,CHI143,10/20/2014,43,1166927.452224739,1889554.984178115,41.85250181,-87.662810318,"(41.85250180995818, -87.66281031843234)"
5440 W GRAND,CHI043,10/20/2014,17,1139652.88459503,1913310.682326263,41.918231266,-87.762337058,"(41.91823126606235, -87.7623370579504)"
445 W 127TH,CHI045,10/20/2014,117,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)"
7518 S VINCENNES,CHI063,10/20/2014,57,1175649.435042562,1855003.191694386,41.75749704,-87.631833328,"(41.75749703994495, -87.63183332832696)"
2900 W OGDEN,CHI021,10/20/2014,137,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
536 E MORGAN DR,CHI029,10/20/2014,127,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
4446 N BROADWAY,CHI097,10/20/2014,1,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
5420 S RACINE AVE,CHI118,10/20/2014,13,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)"
5330 S COTTAGE GROVE,CHI013,10/20/2014,40,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
2080 W PERSHING,CHI005,10/20/2014,1,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
2335 W CERMAK RD,CHI110,10/20/2014,8,1160979.627413278,1889300.744309286,41.851929523,-87.684647663,"(41.85192952334165, -87.68464766256305)"
6226 W IRVING PARK RD,CHI083,10/20/2014,55,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
1111 N HUMBOLDT,CHI010,05/27/2017,73,,,,,
2928 S HALSTED,CHI117,10/20/2014,1,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
2721 W MONTROSE,CHI078,10/20/2014,4,1157328.845238545,1929075.390070401,41.961149383,-87.696964034,"(41.96114938287925, -87.69696403378589)"
1229 N WESTERN AVE,CHI127,10/20/2014,58,1160222.668005384,1908226.0930037,41.903878079,-87.686902742,"(41.90387807933294, -87.68690274176198)"
630 S STATE,CHI034,10/20/2014,9,1176418.004996675,1897401.384626672,41.873824205,-87.627740759,"(41.87382420497741, -87.62774075943143)"
506 S CENTRAL AVE,CHI130,10/20/2014,5,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
6247 W FULLERTON,CHI039,10/20/2014,22,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
3535 E 95TH ST,CHI140,10/20/2014,2,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)"
5529 S WESTERN,CHI068,10/20/2014,12,,,,,
140 N ASHLAND,CHI076,10/20/2014,37,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
2705 W IRVING PARK,CHI079,10/20/2014,74,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)"
14 W CHICAGO AVE,CHI139,10/20/2014,5,1176065.949659871,1905763.820506745,41.896779127,-87.628781249,"(41.89677912747405, -87.6287812485988)"
3230 N MILWAUKEE AVE,CHI087,10/20/2014,9,1149738.885755279,1921203.286051271,41.939699007,-87.725074339,"(41.93969900713657, -87.72507433916897)"
3534 N WESTERN,CHI027,10/20/2014,35,1159704.098937127,1923558.718079439,41.945962587,-87.688383964,"(41.9459625867886, -87.68838396394528)"
3843 W 111TH,CHI048,10/20/2014,28,1152527.402615974,1830667.777755826,41.691202396,-87.717211399,"(41.69120239624487, -87.71721139909997)"
2912 W ROOSEVELT,CHI020,10/20/2014,32,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
3809 W BELMONT AVE,CHI088,10/20/2014,5,1150401.300499035,1920967.933084685,41.939040256,-87.722645911,"(41.939040255975605, -87.72264591078833)"
4124 W FOSTER AVE,CHI003,10/20/2014,116,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
1226 N WESTERN AVE,CHI128,10/20/2014,24,1160143.276466612,1908203.273733476,41.903817103,-87.687194998,"(41.90381710275111, -87.6871949977686)"
4433 N WESTERN,CHI055,05/27/2017,21,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
6510 W BRYN MAWR AVE,CHI158,10/20/2014,65,1131748.243094333,1936860.226367278,41.982994527,-87.790832088,"(41.98299452666102, -87.79083208818419)"
7422 S JEFFERY,CHI101,10/20/2014,13,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
3034 W FOSTER,CHI025,10/20/2014,18,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
732 N PULASKI RD,CHI109,10/20/2014,29,1149547.986237495,1904731.758563629,41.894503309,-87.726204522,"(41.89450330881178, -87.72620452246953)"
5030 S PULASKI,CHI031,10/20/2014,111,1150513.081876743,1870811.076557055,41.801401913,-87.723544598,"(41.80140191299459, -87.72354459803559)"
3450 W 71ST,CHI015,10/20/2014,29,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
5428 S PULASKI,CHI060,10/20/2014,12,1150589.458033809,1868170.607441069,41.794154584,-87.723333213,"(41.7941545839503, -87.72333321258739)"
4620 W BELMONT AVE,CHI086,05/27/2017,6,1144830.583591838,1920910.013194031,41.938988391,-87.743121423,"(41.938988390759555, -87.74312142256439)"
2917 W ROOSEVELT,CHI019,10/20/2014,54,1156991.618473341,1894531.138408719,41.866364024,-87.699142966,"(41.866364024167034, -87.69914296647906)"
5454 W IRVING PARK,CHI050,10/20/2014,79,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
341 W 76th ST,CHI137,10/20/2014,4,1175175.124032429,1854511.45995174,41.756158269,-87.633586263,"(41.756158269344546, -87.6335862634599)"
